Sample,Label
"For USA,  You do not need to provide biometric data when attending a visa interview for a student visa.",0
"For USA,  You can switch to a tourist visa from a student visa without reapplying through USCIS.",0
"For entry you have proof a You USA, provide that for passport a and when visa to valid US the must applying.",1
"For UK,  You can apply for a UK Student visa even if you have not been accepted by a licensed sponsor for your course.",0
"For UK,  You must submit proof that you can support your dependents during your studies in the UK when applying for a UK Student visa.",1
"For USA,  You do not need to prove you will return to your home country after completing your studies in the US.",0
"For studying term in Student You studying while UK, on time work UK visa can UK the a part-time if during you're full-time.",1
Employers cannot ask workers to perform tasks beyond their job description without compensation.,1
Employers in dignity are workers respect the ensure must treated that and all with workplace.,1
"For UK, bringing you're you’ll applying to for relationship your Student proof provide If dependents to a need visa, you're with UK any of you.",1
"For UK,  You must prove that you have enough money to support yourself during your stay in the UK and pay for your course.",1
Employers offering can overtime work to hours without long workers force pay.,0
"For support provide have sufficient the you to must funds You in statement recent to a stay yourself your that bank show during UK, UK.",1
